id_osc,nome,email,endereco,telefone,natureza_juridica,situacao_cadastral
1385241,CONSEG- CONSELHO COMUNITARIO DE SEGURANCA DO PRADO VELHO,VETFELD@GMAIL.COM,AVENIDA MARECHAL FLORIANO PEIXOTO,41 99286132,Associação Privada,Ativas
1385275,IGREJA LUZ DO MUNDO MUNDIAL,IGREJALUZDOMUNDOMUNDIAL@GMAIL.COM,RUA SAO JOSE,41 96415936,Organização Religiosa,Ativas
1385210,IGREJA EVANGELICA ASSEMBLEIA DE DEUS PRUDENTOPOLIS-PR,PASTOR.ISAIASTONET@HOTMAIL.COM,RUA RUA DOMINGOS LUIZ DE OLIVEIRA,42 99170066,Organização Religiosa,Ativas
1385307,"CENTRO ESPIRITA BENEFICENTE UNIAO DO VEGETAL, DISTRIBUICAO AUTORIZADA DE VEGETAL DE PONTA GROSSA",PRES.PONTAGROSSA@UDV.ORG.BR,CHACARA IRMAOS HOLETZ I GLEBA,61 91582826,Organização Religiosa,Ativas
1385298,ASSOCIACAO DAS TESTEMUNHAS CRISTAS DE JEOVA,FISCAL.BR@JW.ORG,RUA PERDIZ DO MAR,15 33229000,Associação Privada,Ativas
1385331,"FUNDACAO DE FOMENTO A CIENCIA, TECNOLOGIA INOVACAO E CULTURA - FUNCETIC",CONVENIO@ITEDES.ORG.BR,"AVENIDA PRESIDENTE CASTELO BRANCO, SALA  3",43 33282400,Fundação Privada,Ativas
1385346,ACADEMIA BRASILEIRA DE CONTROLE DA MIOPIA ORTOCERATOLOGIA (ABRACMO),CONTABILIDADE@GBACONTABILIDADE.COM.BR,"AVENIDA PRESIDENTE GETULIO VARGAS, LOJA  01                  ANDAR TR                  COND  LYZIS ISFER ED COML",41 35382698,Associação Privada,Ativas
1385334,ASSOCIACAO DOS MORADORES DO BAIRRO RURAL SERTAOZINHO,RAMALHOCRISTINAALVES36@GMAIL.COM,RUA PADRE BENTO,43 96539191,Associação Privada,Ativas
1385353,ASSOCIACAO AMIGOS DE PONTAL,TATIANAH890@GMAIL.COM,RODOVIA PR 412 ENG DARCI GOMES DE MORAES,41 98949609,Associação Privada,Ativas
1385368,LEOAS FUTEBOL AMERICANO,LEOASFA@OUTLOOK.COM,"RUA CONEGO JANUARIO DA CUNHA BARBOSA, APT   00003               COND  JANUARIO DA CUNHA BA",41 97684893,Associação Privada,Inaptas
1385378,COMUNIDADE MARANATHA EM CURITIBA,MENDESMAS@YAHOO.COM.BR,AVENIDA SETE DE SETEMBRO,41 99175320,Organização Religiosa,Ativas
1385362,IGREJA EVANGELICA ASSEMBLEIA DE DEUS IVAI PR,RODRIJAN@GMAIL.COM,RUA MIGUEL BUENO DA SILVA,45 99010769,Organização Religiosa,Ativas
1385382,CENTRO DE INTEGRACAO EMPRESA-ESCOLA DO PARANA,MCRONDON@CIEEPR.ORG.BR,"RUA DOM JOAO VI, QUADRA94                  LOTE  07",45 32542568,Associação Privada,Ativas
1385488,IGREJA EVANGELICA PENTECOSTAL SEMENTES DA FE,IGSMENTESDAFEMEDIANEIRA@GMAIL.COM,AVENIDA JOAO XXIII,41 98036863,Organização Religiosa,Inaptas
1385576,GREMIO DO PELOTAO DE OPERACOES COM CAES DO BATALHAO DE POLICIA DE FRONTEIRA,PRASS70@UOL.COM.BR,"RODOVIA PR 467, KM 26,1, LOTE  RURAL 101/102/C",45 20350337,Associação Privada,Ativas
1385732,IGREJA PENTECOSTAL MANA QUE DESCE DO CEU,FIEB.ADM2021@GMAIL.COM,"RUA CIDADE DE OURO, CASA  1                   COND  DAMASCO CD RS       BLOCO DAMASCO CD RES",41 95201971,Organização Religiosa,Inaptas
1385793,IGREJA EVANGELICA TEMPLO DAS AGUIAS,NEGRAO.ALEXANDRE@YAHOO.COM.BR,RUA CERRO AZUL,41 33564040,Organização Religiosa,Ativas
1385812,CONGREGACAO CRISTA NO BRASIL,ELISEU.ABINER@CONGREGACAO.ORG.BR,AVENIDA CURITIBA,43 34771314,Organização Religiosa,Ativas
1385813,IGREJA MINISTERIO ALVORECER RESGATANDO VIDAS,IGREJA.IMARV@GMAIL.COM,AVENIDA DUQUE DE CAXIAS,41 84983261,Organização Religiosa,Ativas
1385817,IGREJA EVANGELICA TEMPLO DAS AGUIAS,NEGRAO.ALEXANDRE@YAHOO.COM.BR,RUA ANTONINA,41 33564040,Organização Religiosa,Ativas
1385824,CONGREGACAO CRISTA NO BRASIL,ELISEU.ABINER@CONGREGACAO.ORG.BR,RUA ANTONIO MATIAS FERNANDES,43 34771314,Organização Religiosa,Ativas
1385870,IGREJA PENTECOSTAL AMADO CORACAO DE JESUS,CONTATO@OMNY7.COM.BR,RUA MEXICO,44 88336499,Organização Religiosa,Ativas
1385860,COMUNIDADE ESPACO PAZ,KATIA@MVCONTABILIDADE.COM.BR,"RUA EMILIO CORNELSEN, APT   501                 ANDAR 05                  COND  ASCOT VILLA ED",41 96319034,Organização Religiosa,Ativas
1385889,ORGANIZACAO FILOSOFICA TEKUA,COMUNICATEKUA@GMAIL.COM,"RUA DOUTOR FAIVRE, LOJA  01                  ANDAR TR                  COND  STUDIO LIVING WORK EBLOCO STUDIO LIVING WORK B",41 32329373,Organização Religiosa,Ativas
1385827,IGREJA EVANGELICA TEMPLO DAS AGUIAS,NEGRAO.ALEXANDRE@YAHOO.COM.BR,RUA IRACEMA,41 33564040,Organização Religiosa,Ativas
1385938,ASSOCIACAO ESPORTIVA E DESPORTIVA CLUBE NOVA UNIAO DE AGUAS DO VERE,ESPORTECLUBENOVAUNIAO2022@GMAIL.COM,"ESTRADA AGUAS DO VERE, ANEXO ZONA RURAL",46 99278919,Associação Privada,Ativas
1386136,IGREJA EVANGELICA JESUS PARA AS NACOES DE MARECHAL CANDIDO RONDON-PR,CONTABILIDADE.ESCRITORIOUNIAO@HOTMAIL.COM,AVENIDA EXPEDICIONARIO OTTO GRINGS,45 32841420,Organização Religiosa,Ativas
1385939,ASSOCIACAO DOS MORADORES DO JARDIM SAO PEDRO,EDSNUNES3@GMAIL.COM,"RUA RUA RIO CAPITANDUVA, CASA  CASA",41 98710441,Associação Privada,Ativas
1386276,ASSOCIACAO DOS CICLISTAS DE PRADO FERREIRA - PR,EVOLUCAOCONTABILIDADE2016@GMAIL.COM,RUA RUI SERGIO,43 98397777,Associação Privada,Ativas
1386147,INSTITUTO SER FAMILIA,INSTITUTOSERFAMILIA@GMAIL.COM,AVENIDA COMENDADOR FRANCO,41 99891030,Associação Privada,Ativas
1386157,ASSOCIACAO RECREATIVA E CULTURAL DE MULHERES,ESCRITORIOMONACO@TERRA.COM.BR,RUA RECIFE,43 96223179,Associação Privada,Inaptas
1386209,"ASSOCIACAO DOS TRABALHADORES PORTUARIOS AVULSOS NOS PORTOS DE ANTONINA, PARANAGUA E PONTAL DO PARANA - ATPAS",CONTROLADORIA@MEDSULSAUDE.COM.BR,RUA JOAO EUGENIO,41 99765867,Associação Privada,Inaptas
1386460,CENTRO DE INTEGRACAO EMPRESA-ESCOLA DO PARANA,APUCARANA@CIEEPR.ORG.BR,"RUA DR. JOAO MAXIMIANO, SALA  1                   SALA  3                   SALA  9",43 34223971,Associação Privada,Ativas
1386481,FRATERNIDADE FEMININA ACACIA DOURADA,VENDRAMINICP@GMAIL.COM,"RUA JOAO DALPASQUALE, SALA  01",46 91142019,Associação Privada,Ativas
1386573,ASSOCIACAO DOS USUARIOS DA AGUA DO BRACATINGA,BORTOLOZOCONTABILIDADE@GMAIL.COM,COMUNIDADE DE LINHA BRACATINGA ESTRADA PRINCIPAL,42 34465961,Associação Privada,Ativas
1386617,ASSOCIACAO ESTANCIA COLINA DO SOL,COLINADOSOL.LONDRINA@GMAIL.COM,FAZENDA TRES BOCAS,43 91532612,Associação Privada,Ativas
1386561,ASSOCIACAO RONDONENSE DE TRES TAMBORES E SEIS BALIZAS,ARTTBMARECHAL@GMAIL.COM,RUA JOSE BONIFACIO,45 99331161,Associação Privada,Ativas
1386575,IGREJA UNIVERSAL DO REINO DE DEUS,ATAS@SP.UNIVERSAL.ORG.BR,"AVENIDA ANDIRA, LOTE  06                  QUADRA14",11 23926746,Organização Religiosa,Ativas
1386653,CONGREGACAO CRISTA NO BRASIL,ADMCCBMDC@GMAIL.COM,RUA CAMPO GRANDE,44 32452861,Organização Religiosa,Ativas
1386630,CONGREGACAO CRISTA NO BRASIL,ADMCCBMDC@GMAIL.COM,RUA JOSINO RIBEIRO,44 32452861,Organização Religiosa,Ativas
1386676,CONGREGACAO CRISTA NO BRASIL,ADMCCBMDC@GMAIL.COM,PRACA ARLINDO RAMOS DE AMORIM,44 32452861,Organização Religiosa,Ativas
1386688,CONGREGACAO CRISTA NO BRASIL,ADMCCBMDC@GMAIL.COM,RUA VITAL MARTINS QUADRADO,44 32452861,Organização Religiosa,Ativas
1387001,ASSOCIACAO PRESBITERIANA RESTAURADA-APR,FIEB.ADM2021@GMAIL.COM,RUA BARTOLOMEU LOURENCO DE GUSMAO,41 30790535,Associação Privada,Ativas
1386882,ASSOCIACAO DO NUCLEO DE DECORACAO DE PONTA GROSSA,XXX@XXX.COM.BR,AVENIDA VISCONDE DE MAUA,42 91023238,Associação Privada,Ativas
1387137,IGREJA PENTECOSTAL ASSEMBLEIA DE DEUS MINISTERIO BELEM DE PONTA GROSSA,XXXXXXXXXXX@GMAIL.COM,RUA MIGUEL ABRAO AJUZ NETO,42 99171040,Organização Religiosa,Ativas
1386954,FEIRA GASTRONOMICA DE SAO MATEUS DO SUL,YY@YY.COM.BR,COMUNIDADE COLONIA TAQUARAL,42 98568887,Associação Privada,Ativas
1387127,INSTITUTO BEST WISHES,AURELIO.PEREIRA@BWISHES.COM.BR,AVENIDA DAS GREVILEAS,44 99952031,Associação Privada,Ativas
1387158,CONSELHO DIVINA ALIANCA DE MACONS CRIPTICOS,ALVAROCROVADOR@GMAIL.COM,RUA ANTONIO MARTINS DE ARAUJO,41 96951937,Associação Privada,Ativas
1387265,IGREJA PENTECOSTAL NASCER NO ESPIRITO MINISTERIO DERRUBANDO GIGANTES,PR-EDMARGIMENEZ@HOTMAIL.COM,AVENIDA LUCILIO DE HELD,44 99904601,Organização Religiosa,Inaptas
1387271,ASSOCIACAO DE MICRO PRODUTORES RURAIS CAMPOS DE PRIMAVERA,CONTATO@CAMPOSDAPRIMAVERA.COM.BR,"RUA JORDELINO SILVA, LOTE  45",43 33297336,Associação Privada,Ativas
1387535,INSTITUTO NACIONAL DE PROCESSAMENTO DE EMBALAGENS VAZIAS - INPEV,INPEVFISCAL@INPEV.ORG.BR,"RODOVIA BR-487 SAIDA PARA CRUZEIRO DO OESTE, LOTE  A-1",11 30694427,Associação Privada,Ativas
1387685,ASSOCIACAO KINGS WORLD,EDUARDOBRASILSUL@GMAIL.COM,AVENIDA SAO PAULO,44 97546767,Associação Privada,Ativas
1387618,COMUNIDADE APOSTOLICA NOVO TEMPO - CANT,ANA@ORBRACON.COM.BR,RUA ETUZI TAKAYAMA,41 91334874,Organização Religiosa,Ativas
1387728,ASSOCIACAO SINTIITEL,SINTIITELCWB@HOTMAIL.COM,RUA PEDRO ZAGONEL,41 35019460,Associação Privada,Ativas
1387732,DECIMA QUINTA IGREJA PRESBITERIANA RENOVADA DE MARINGA,RODRIGOMESURARO@HOTMAIL.COM,AVENIDA PIONEIRO ANTONIO FERNANDES MACIEL,44 99444162,Organização Religiosa,Ativas
1387734,TEMPLO ESPIRITUALISTA DE UMBANDA AMIGOS DE JOAO,ROMULO0169@GMAIL.COM,RUA BIGUA,41 84365427,Organização Religiosa,Ativas
1387837,ASSOCIACAO BATISTA DE ACAO SOCIAL,FRANCIANE.SOUZA@PIBCURITIBA.ORG.BR,RUA JOSE PEDRO ROMANO,41 30914458,Associação Privada,Ativas
1387997,ASSOCIACAO COMUNITARIA ENCONTRO DAS AGUAS,JUANDIRCKSEN@HOTMAIL.COM,"RUA SETE DE SETEMBRO, SALA  2",43 96447722,Associação Privada,Ativas
1387893,IGREJA CRISTA PASTOREAR E APASCENTAR,ASSESSORIA@IGREJAICPA.COM.BR,RUA JATOBA C - 3,41 92034041,Associação Privada,Ativas
1388174,ASSOCIACAO CATOLICA DIVINO AMOR,NEIDEGERBER@GMAISL.COM,"ESTRADA LINHA SAO JOSE DO LISO, LOTE  81-A GLEBA 131 CP",46 99210624,Associação Privada,Ativas
1388166,ASSOCIACAO DE PROPIETARIOS E MORADORES DO LEBLON,TAVARESCONTABIL@LIVE.COM,RUA PROFESSORA CLELIA,41 98586479,Associação Privada,Ativas
1388229,CERV COMUNIDADE ESPERANCA RESGATE VIDAS,CTCERV@GMAIL.COM,RUA RIBEIRAO DO TIGRE,41 11111111,Associação Privada,Ativas
1388217,TERREIRO JOSE MARCHESINI TJM,TERREIROJOSEMARCHESINI@GMAIL.COM,RUA JOAQUIM MENDES SOBRINHO,44 99722791,Organização Religiosa,Ativas
1388433,UBIRATA MOTO CLUBE,DELTA@DELTACONTAB.COM.BR,RUA OLEO PARDO,44 99578371,Associação Privada,Ativas
1388240,ASSOCIACAO QG MILITARIA DO BRASIL ESTANDE DE TIRO INDOOR,CONTATO@DOCLA.COM.BR,"RUA TENENTE CAMARGO, ANDAR 1                   SALA  11                  QUADRA135                 LOTE  15",46 91349819,Associação Privada,Ativas
1388382,CENTRO DE INTEGRACAO EMPRESA-ESCOLA DO PARANA,MARINGA@CIEEPR.ORG.BR,AVENIDA CRISTOVAO COLOMBO,44 32180300,Associação Privada,Ativas
1388399,INSTITUTO SANTA TEREZINHA DO MENINO JESUS,CONTATOMATER.REGINA@GMAIL.COM,AVENIDA BARAO DO RIO BRANCO,45 91146685,Associação Privada,Ativas
1388526,FEDERACAO DOS SERVIDORES DO JUDICIARIO ESTADUAL - FEJUD,SECRETARIA@ASSEJUSPR.ORG.BR,RUA UBALDINO DO AMARAL,41 11111111,Associação Privada,Ativas
1388442,IGREJA PENTECOSTAL AVIVAMENTO COM CRISTO - MINISTERIO RESGATANDO VIDAS,WWW@COM.BR,RUA GOVERNADOR MANOEL RIBAS,44 98629607,Organização Religiosa,Ativas
1388506,PRIMEIRA IGREJA BATISTA DE CARAMBEI,PIB.CARAMBEI@GMAIL.COM,RUA DOS TOPAZIOS,42 99945123,Organização Religiosa,Ativas
1388529,INSTITUTO ESPIRITUAL XAMANICO FRATERNIDADE DE LUZ TRIBO ARCO IRIS,GARALUZCONTABILIDADE@GMAIL.COM,RUA PARIS JARDIM ALICE I,45 99710792,Organização Religiosa,Ativas
1388574,IGREJA VIVA EM CELULAS,CONTABILIDADE@ELEVENCONTABILIDADE.COM.BR,RUA NAPOLEAO BONAPARTE,41 99361166,Organização Religiosa,Ativas
1388621,ASSOCIACAO DE MORADORES PAROLIN - ASMOPAR,ORCONPAR@HOTMAIL.COM,LOTEAMENTO LOTE 15-REM-B-II,44 99966383,Associação Privada,Ativas
1388609,ASSOCIACAO MANGUEIRENSE DE AMPARO ANIMAL,TIPUSCONTABIL@GMAIL.COM,RUA GETULIO VARGAS,46 99192227,Associação Privada,Ativas
1388642,ASSOCIACAO ACAO DA CIDADANIA CURITIBA E REGIAO METROPOLITANA - PARANA,CORREAMARCOS578@GMAIL.COM,RUA ANTONIO CARLOS SUPLICY DE LACERDA,41 98526828,Associação Privada,Ativas
1388717,ASSOCIACAO CENTRO DE EXCELENCIA DO FUTEBOL DE UMUARAMA - ACEFU,STOKVIDA@GMAIL.COM,"RUA DOS TAXISTAS, LOTE  12                  QUADRA15",44 98012522,Associação Privada,Ativas
1388627,ASSOCIACAO DE ARTE E ARTESANATO ART INGA,DARCI@PLANOCON.COM.BR,"RUA VEREADOR JOSE MARIO HAUARI, CASA  A",44 88561911,Associação Privada,Ativas
1388734,ACAO SOCIAL DO PARANA,ASP@ASPR.ORG.BR,RUA MARECHAL RONDON,41 33306200,Associação Privada,Ativas
1388769,ASSOCIACAO ESPORTIVA EBENEZER PONTAGROSSENSE (ASSEEPG) PONTA GROSSA -PR,SIQUEIRA13BIB@GMAIL.COM,RUA PROFESSOR PLACIDO CARDON,42 99899688,Associação Privada,Ativas
1388858,NUCLEO DE JOVENS EMPRESARIOS DE REALEZA,LIMPPAR@OUTLOOK.COM,AVENIDA BRUNO ZUTTION,46 99263799,Associação Privada,Ativas
1389107,INSTITUTO E CENTRO DE FORMACAO ETNO BIO DIVERSO ANGELO KRETA,ISATUKANA@GMAIL.COM,RUA ISIDIO ALVES RIBEIRO,41 97766426,Associação Privada,Ativas
1388905,POIEMA CHURCH CWB,LEGALIZACAO.PROSPER@NEXOCONT.COM.BR,RUA ANGELO SCARAMUZA,12 35123515,Organização Religiosa,Ativas
1389061,ASSOCIACAO DOS CONDOMINOS DO RESIDENCIAL RIO PARANA,CONTATO@EURO.ADM.BR,"AVENIDA CATARINA SUBA JARUS, QUADRA89D                 LOTE  1/2",44 30139400,Associação Privada,Ativas
1388870,IGREJA SOMOS UM CURITIBA,CONTATO@GRUPOSILVAESOUSA.COM.BR,RUA EUNICE BETTINI BARTOSZECK,61 33878323,Organização Religiosa,Ativas
1389199,MISSION AT WORK,CONTASUL@HOTMAIL.COM.BR,"RUA FAGUNDES VARELA, LOJA  LJ                  ANDAR TR                  COND  JOANI DUREK ED",41 21050928,Associação Privada,Ativas
1389203,LIVRES CHURCH COMUNHAO CRISTA,EXATOCONTABIL13@GMAIL.COM,RUA ARI JOSE VALLE,41 97810740,Organização Religiosa,Ativas
1389254,EQUIPE DE PEDESTRIANISMO PE VERMELHO,ATENDIMENTO@AUTENTICACONTABILIDADE.COM,"RUA DOUTOR OSWALDO CRUZ, APT   201",43 99840890,Associação Privada,Ativas
1389293,ASSOCIACAO DAS AGUAS DE INVERNADINHA,ASSOCDASAGUAS2023@GMAIL.COM,"AREA RURAL - ESTRADA DE INVERNADINHA, ANEXO LADO CAP N SRA FATIM",42 99803621,Associação Privada,Ativas
1389307,MINISTERIO PROFETICO CELEIRO DE MILAGRES CHURCH,VFAM23@HOTMAIL.COM,AVENIDA GRAMADO,45 30282240,Organização Religiosa,Ativas
1389298,INSTITUTO SOCIAL E CENTRO DE FORMACAO DE ATLETAS EDSON PAULISTA,ANAHUDSON1404@GMAIL.COM,RUA ANTONIO FERRARINI,41 96581115,Associação Privada,Ativas
1389256,IGREJA BATISTA GETSEMANI DE PRESIDENTE CASTELO BRANCO - PR,PCBIGREJABATISTAGETSEMANI@GMAIL.COM,RUA WANDERLEY PEREIRA MACHADO,44 84064821,Organização Religiosa,Ativas
1389394,ASSOCIACAO LAGEADENSE DOS PRODUTORES RURAIS DA COLONIA LAGEADO DE BAIXO,ATALAIA_CONT@YAHOO.COM.BR,COLONIA LAGEADO DE BAIXO,42 35421281,Associação Privada,Ativas
1389349,ASSOCIACAO PARA O DESENVOLVIMENTO E INCLUSAO,WANDERLEYHADDAD@GMAIL.COM,AVENIDA SETE DE SETEMBRO,41 96114708,Associação Privada,Ativas
1389410,PRIMEIRA IGREJA BATISTA RENOVADA,ESCRITORIOOMEGA@HOTMAIL.COM,"AVENIDA DOMINGOS SANCHES, QUADRA38",44 34238699,Organização Religiosa,Ativas
1389458,ASSOCIACAO DOS FEIRANTES DA FEIRA DA LUA,FEIRADALUACASTRO@GMAIL.COM,PRACA INDALECIO DE MACEDO,42 91417694,Associação Privada,Ativas
1389516,ASSOCIACAO MULHERES EM ACAO AMA,HELITON@DRABECKI.COM.BR,"RUA GERMANO SANTOS DE MIRANDA, SALA  AULA 1",42 34571730,Associação Privada,Ativas
1389552,FEDERACAO DE ASSISTENCIA SOCIAL E APRENDIZAGEM PROFISSIONAL - FENASAP,YVY.KARLA@GMAIL.COM,RUA GRAVIOLAS,41 99890476,Associação Privada,Ativas
1389687,INSTITUTO SEMPREJUSTO,IVANMARTINSDEANDRADE@GMAIL.COM,"RUA PROFESSORA MARIA DE ASSUMPCAO, CASA  06                  COND  LONDRES RES",41 88371080,Associação Privada,Ativas
1389517,IGREJA APOSTOLICA UM SO CORACAO (IAUC),IGREJAAPOSTOLICAUMSOCORACAO@GMAIL.COM,RUA ARAPONGAS,41 96082520,Organização Religiosa,Ativas
1389703,COMUNIDADE MISSAO AGAPE - ASSOCIACAO INTERNACIONAL PRIVADA DE FIEIS,ESCRITORIOALFA@ESCRITORIOALFA.COM.BR,RUA CALU,43 91885786,Associação Privada,Ativas
1356984,IGREJA ASSEMBLEIA DE DEUS MINISTERIO PENTECOSTAL DE LIBERTACAO DEUS FIEL,ACSCONTABILIDADE27@GMAIL.COM,RUA MARCO POLO,41 97065306,Organização Religiosa,Ativas
1389719,APSEC - ASSOCIACAO DE PROFISSIONAIS EM SECRETARIADO EXECUTIVO E TECNICOS EM SECRETARIADO,ASSOCIACAO.APSEC@GMAIL.COM,"AVENIDA PEDRO TAQUES, ANDAR 15",44 30283677,Associação Privada,Ativas
1389790,"ASSOCIACAO DOS MORADORES, PROPRIETARIOS E AMIGOS DA VILA RURAL CAMINHO DO FUTURO",CC.EXATA@GMAIL.COM,RUA MAURILIO GONCALVES DE OLIVEIRA,45 32321331,Associação Privada,Ativas
1389749,IGREJA CASA DE MISERICORDIA BETESDA,GARALUZCONTABILIDADE@GMAIL.COM,AVENIDA ANDRADINA,45 99134735,Organização Religiosa,Ativas
1389839,IGREJA EVANGELICA ASSEMBLEIA DE DEUS MINISTERIO DE ARAPONGAS,MASSEMBLEIAARAPONGAS2023@GMAIL.COM,RUA TOPAZIO VERMELHO,44 98510860,Organização Religiosa,Ativas
1390136,"ASSOCIACAO DE MAES, PAIS E AMIGOS DE PESSOAS COM AUTISMO DE PAICANDU",WWW.AMAPAIASSOCIACAO@HOTMAIL.COM,RUA ANISIO MONTESCHIO,44 84569076,Associação Privada,Ativas
1389992,APAFAM ASSOCIACAO PARANAENSE DE ARBITROS DE FUTEBOL AMERICANO,MCNORILLER@GMAIL.COM,"RUA AMADEU DO AMARAL, CASA  4                   COND  VILLAGGIO FRASQUETTI",41 97294569,Associação Privada,Ativas
1390171,"ASSOCIACAO ADMINISTRADORA DA FAIXA DE 3,5 GHZ - EAF",A@A.COM.BR,"RUA COMENDADOR ARAUJO, CONJ  1001                ANDAR 10                  COND  EVOLUTION TOWERS CD BLOCO ALA CORPORATIVO",11 99999999,Associação Privada,Ativas
1390202,ASSOCIACAO DE DOULAS E PROFISSIONAIS DE SERVICOS PERINATAIS MATERNATI,INFO@MATERNATI.COM.BR,"RUA JOAQUIM NABUCO, SALA  01",44 99718601,Associação Privada,Ativas
1390223,ASSOCIACAO COMUNITARIA DE MORADORES DA LOCALIDADE DE SERRINHA,MAURICIOTEIXEIRA30@HOTMAIL.COM,COMUNIDADE LOCALIDADE DE SERRINHA,42 99002154,Associação Privada,Inaptas
1390280,IGREJA NOAH CURITIBA,CARDOSOESIQUEIRA@TERRA.COM.BR,RUA MARCOS BERTOLDI,11 45186607,Organização Religiosa,Ativas
1390234,CENTRO DE INTEGRACAO EMPRESA-ESCOLA DO PARANA,PONTAGROSSA@CIEEPR.ORG.BR,"RUA CONSELHEIRO JESUINO MARCONDES, SALA  01 - POLO UNINGA",42 32226446,Associação Privada,Ativas
1390375,PROGRAMA DO VOLUNTARIADO PARANAENSE SANTA MARIANA,CRIS_24MG@HOTMAIL.COM,RUA RUA LAURA MERCHIONE SPAGOLLA,43 35311229,Associação Privada,Ativas
1390302,MOVIMENTO CONSERVADORISMO ESTUDANTIL - MCE,CONSERVADORISMOESTUDANTIL@GMAIL.COM,RUA MEM DE SA,44 99764924,Associação Privada,Inaptas
1357528,ASSOCIACAO  COMUNIDADE  VILA  NOVA  PAPELAO,FEMOCLAM@HOTMAIL.COM,RUA ANTON TCHEKOV,41 97182369,Associação Privada,Ativas
1390451,INSTITUTO LEO PERUSSOLO,SONIA@CONSTRUTORASANREMO.COM.BR,ALAMEDA PRESIDENTE TAUNAY,41 32337685,Associação Privada,Ativas
1390694,IGREJA HAMASHIA MINISTERIO PODER PENTECOSTAL,NACIONALCONTABILIDADE@HOTMAIL.COM,AVENIDA POR DO SOL,45 99754857,Organização Religiosa,Ativas
1390775,ATLETICA SIMULACAO SOCIAL DO DEPARTAMENTO DE COMUNICAO SOCIAL DA UNIVERSIDADE ESTADUAL CENTRO-OESTE,GABRIELFONSECARODRIGUES@HOTMAIL.COM,RUA SALVATORE RENNA - PADRE SALVADOR,42 99470528,Associação Privada,Ativas
1390933,ASSOCIACAO FILANTROPICA FRATERNIDADE CURITIBA,FRATERNIDADECWB182@GMAIL.COM,RUA FRANCISCO RAITANI,41 99035963,Associação Privada,Ativas
1390996,IGREJA PENTECOSTAL CRISTO E FIEL - IPCF,CONTATO@CEKCONTABILIDADE.CNT.BR,RUA DOUTOR SIZENANDO BOURGUIGNON,42 98646485,Organização Religiosa,Ativas
1391054,ASSOCIACAO VINDE VIDA EM MOVIMENTO,JCM.MACHADO@GMAIL.COM,AVENIDA SENADOR SALGADO FILHO,41 91136040,Associação Privada,Ativas
1390951,ASSOCIACAO AMIGOS DA FUNDACAO ITAIPU,TAILOR@FUNDACAOITAIPU.COM.BR,AVENIDA GRAMADO,45 31324034,Associação Privada,Ativas
1391089,ASSOCIACAO MOURAOENSE AMIGOS DOS AVENTUREIROS,BHCONTADOR@HOTMAIL.COM,RUA ESPANHA,44 99786361,Associação Privada,Ativas
1391207,INSTITUTO LIDIA VALIATI,EGIDIO@FRIVATTI.IND.BR,"RODOVIA BR 277, KM 680",45 32408700,Associação Privada,Ativas
1391272,ASSOCIACAO DOS CAMINHONEIROS AUTONOMOS DE MARINGA E REGIAO,LUIZMUELLER.1971@GMAIL.COM,RUA PAUL PERCY HARRIS,44 97207632,Associação Privada,Ativas
1391482,ASSOCIACAO SAO DOMINGOS DE PRODUTORES DE LEITE,CONTATO@ESCRITORIOIGUACU.COM,COMUNIDADE LINHA SAO DOMINGOS,46 99937961,Associação Privada,Ativas
1391642,PRIMEIRA IGREJA BATISTA DA LAGOINHA EM TOLEDO,BARROSJD@YAHOO.COM.BR,AVENIDA JOSE JOAO MURARO,21 72781605,Organização Religiosa,Ativas
1391291,INSTITUTO LANTERNA LUMINOSA,FEMOCLAM@HOTMAIL.COM,"RUA BRUNO FILGUEIRA, APT   161                 ANDAR 16                  COND  VALENCIA ED",41 32245000,Associação Privada,Ativas
1391295,ASSOCIACAO JARDIM SERA O BENEDITO,FEMOCLAM@HOTMAIL.COM,RUA ALBERTO OTTO,41 32245000,Associação Privada,Ativas
1391829,CONGREGACAO CRISTA NO BRASIL,ESCRITORIOATHUS@GMAIL.COM,"AVENIDA JOSE FELIPE TEQUINHA, LOTE  01                  QUADRA05",44 34234214,Organização Religiosa,Ativas
1391843,MINISTERIO AVIVAMENTO PLENO PG,MAVIVAMENTOPLENOPG@GMAIL.COM,RUA COUTO MAGALHAES,42 99241073,Organização Religiosa,Ativas
1391864,ASSOCIACAO PARANAENSE DOS CRIADORES DE ANIMAIS - APACRIA,CONFAG2015@GMAIL.COM,"PRACA DOUTOR VICENTE MACHADO, SALA  1",41 96597225,Associação Privada,Ativas
1391986,ASSOCIACAO DESPORTIVA DE PAIS E ATLETAS DO FUTSAL DA BASE,HARILTON.LIMA@GMAIL.COM,RUA ANITA GARIBALDI,42 99231718,Associação Privada,Ativas
1391949,ASSOCIACAO CLUBE ATLETICO IMBAU,ALANMACHADO2601@GMAIL.COM,RUA JACOBITA,42 91343572,Associação Privada,Ativas
1392495,ASSOCIACAO DOS OPERADORES ECOLOGICOS DE GUARAPUAVA,ADOEGUARAPUAVA@GMAIL.COM,"RUA BERTOLDO OSVALDO SAUER, BRCAO B",42 99999999,Associação Privada,Ativas
1392265,ASSOCIACAO DE COLETORES MBYA KUERY KA A,ASSOC.COLETORESGUARANI@GMAIL.COM,"ESTRADA PRINCIPAL, LOTE  MARRECAS",42 36421660,Associação Privada,Ativas
